gold,pred
"{'ACC', 'DEF', 'ART', 'PL'}","{'NOM', 'DEF', 'ART', 'PL'}"
"{'ACC', 'DEF', 'ART', 'PL'}","{'NOM', 'DEF', 'ART', 'PL'}"
"{'ACC', 'PL'}",{'CARD'}
"{'ACC', 'PL'}",{'CARD'}
"{'ACC', 'PL'}",{'CARD'}
"{'PRS', 'SG', '3', 'IND'}","{'ACC', 'M', 'PL'}"
"{'PRS', 'SG', '3', 'IND'}","{'ACC', 'M', 'PL'}"
"{'PRS', 'SG', '3', 'IND'}","{'ACC', 'M', 'PL'}"
"{'PRS', 'SG', '3', 'IND'}","{'ACC', 'M', 'PL'}"
"{'PRS', 'SG', '3', 'IND'}","{'ACC', 'M', 'PL'}"
"{'PRS', 'SG', '3', 'IND'}","{'ACC', 'M', 'PL'}"
"{'PRS', 'SG', '3', 'IND'}","{'ACC', 'M', 'PL'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'N', 'NOM', 'DEF', 'ART', 'SG'}","{'N', 'NOM', 'DEF', 'ART', 'SG'}"
"{'N', 'NOM', 'DEF', 'ART', 'SG'}","{'N', 'NOM', 'DEF', 'ART', 'SG'}"
"{'N', 'NOM', 'DEF', 'ART', 'SG'}","{'N', 'NOM', 'DEF', 'ART', 'SG'}"
"{'N', 'NOM', 'DEF', 'ART', 'SG'}","{'N', 'NOM', 'DEF', 'ART', 'SG'}"
"{'N', 'NOM', 'DEF', 'ART', 'SG'}","{'N', 'NOM', 'DEF', 'ART', 'SG'}"
"{'NOM', 'N', 'SG'}","{'NOM', 'N', 'SG'}"
"{'NOM', 'N', 'SG'}","{'NOM', 'N', 'SG'}"
"{'NOM', 'N', 'SG'}","{'NOM', 'N', 'SG'}"
"{'NOM', 'REL', 'N', 'SG'}","{'NOM', 'N', 'DEM/REL', 'SG'}"
"{'NOM', 'REL', 'N', 'SG'}","{'NOM', 'N', 'DEM/REL', 'SG'}"
"{'NOM', 'REL', 'N', 'SG'}","{'NOM', 'N', 'DEM/REL', 'SG'}"
"{'NOM', 'REL', 'N', 'SG'}","{'NOM', 'N', 'DEM/REL', 'SG'}"
"{'NOM', 'REL', 'N', 'SG'}","{'NOM', 'N', 'DEM/REL', 'SG'}"
"{'ACC', 'INDF', 'M', 'ART', 'SG'}","{'ACC', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'M', 'ART', 'SG'}","{'ACC', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'M', 'ART', 'SG'}","{'ACC', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'M', 'ART', 'SG'}","{'ACC', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'M', 'ART', 'SG'}","{'ACC', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'M', 'ART', 'SG'}","{'ACC', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'M', 'ART', 'SG'}","{'ACC', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'M', 'SG'}","{'ACC', 'M', 'SG'}"
"{'ACC', 'M', 'SG'}","{'ACC', 'M', 'SG'}"
"{'ACC', 'M', 'SG'}","{'ACC', 'M', 'SG'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'SG'}","{'NOM', 'M', 'SG'}"
"{'NOM', 'M', 'SG'}","{'NOM', 'M', 'SG'}"
"{'NOM', 'M', 'SG'}","{'NOM', 'M', 'SG'}"
"{'REL', 'M', 'DAT', 'SG'}","{'DAT', 'M', 'DEM/REL', 'SG'}"
"{'REL', 'M', 'DAT', 'SG'}","{'DAT', 'M', 'DEM/REL', 'SG'}"
"{'REL', 'M', 'DAT', 'SG'}","{'DAT', 'M', 'DEM/REL', 'SG'}"
"{'REL', 'M', 'DAT', 'SG'}","{'DAT', 'M', 'DEM/REL', 'SG'}"
"{'REL', 'M', 'DAT', 'SG'}","{'DAT', 'M', 'DEM/REL', 'SG'}"
"{'INDF', 'NOM', 'M', 'ART', 'SG'}","{'NOM', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'INDF', 'NOM', 'M', 'ART', 'SG'}","{'NOM', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'INDF', 'NOM', 'M', 'ART', 'SG'}","{'NOM', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'INDF', 'NOM', 'M', 'ART', 'SG'}","{'NOM', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'INDF', 'NOM', 'M', 'ART', 'SG'}","{'NOM', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'INDF', 'NOM', 'M', 'ART', 'SG'}","{'NOM', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'INDF', 'NOM', 'M', 'ART', 'SG'}","{'NOM', 'M', 'CARD', 'ART', 'IND', 'SG'}"
"{'NOM', 'M', 'SG'}","{'NOM', 'M', 'SG'}"
"{'NOM', 'M', 'SG'}","{'NOM', 'M', 'SG'}"
"{'NOM', 'M', 'SG'}","{'NOM', 'M', 'SG'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'SG'}","{'NOM', 'M', 'SG'}"
"{'NOM', 'M', 'SG'}","{'NOM', 'M', 'SG'}"
"{'NOM', 'M', 'SG'}","{'NOM', 'M', 'SG'}"
"{'NOM', 'REL', 'M', 'SG'}","{'NOM', 'M', 'DEM/REL', 'SG'}"
"{'NOM', 'REL', 'M', 'SG'}","{'NOM', 'M', 'DEM/REL', 'SG'}"
"{'NOM', 'REL', 'M', 'SG'}","{'NOM', 'M', 'DEM/REL', 'SG'}"
"{'NOM', 'REL', 'M', 'SG'}","{'NOM', 'M', 'DEM/REL', 'SG'}"
"{'NOM', 'REL', 'M', 'SG'}","{'NOM', 'M', 'DEM/REL', 'SG'}"
"{'PRS', 'SG', '3', 'IND'}",{'PARTP'}
"{'PRS', 'SG', '3', 'IND'}",{'PARTP'}
"{'PRS', 'SG', '3', 'IND'}",{'PARTP'}
"{'PRS', 'SG', '3', 'IND'}",{'PARTP'}
"{'PRS', 'SG', '3', 'IND'}",{'PARTP'}
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PASS', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PASS', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PASS', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PASS', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PASS', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PASS', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'DEF', 'ART', 'SG'}","{'NOM', 'M', 'DEF', 'ART', 'SG'}"
"{'NOM', 'M', 'SG'}","{'NOM', 'M', 'SG'}"
"{'NOM', 'M', 'SG'}","{'NOM', 'M', 'SG'}"
"{'NOM', 'M', 'SG'}","{'NOM', 'M', 'SG'}"
"{'NOM', 'REL', 'M', 'SG'}","{'NOM', 'M', 'DEM/REL', 'SG'}"
"{'NOM', 'REL', 'M', 'SG'}","{'NOM', 'M', 'DEM/REL', 'SG'}"
"{'NOM', 'REL', 'M', 'SG'}","{'NOM', 'M', 'DEM/REL', 'SG'}"
"{'NOM', 'REL', 'M', 'SG'}","{'NOM', 'M', 'DEM/REL', 'SG'}"
"{'NOM', 'REL', 'M', 'SG'}","{'NOM', 'M', 'DEM/REL', 'SG'}"
"{'PRS', 'SG', '3', 'IND'}",{'PARTP'}
"{'PRS', 'SG', '3', 'IND'}",{'PARTP'}
"{'PRS', 'SG', '3', 'IND'}",{'PARTP'}
"{'PRS', 'SG', '3', 'IND'}",{'PARTP'}
"{'PRS', 'SG', '3', 'IND'}",{'PARTP'}
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PASS', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PASS', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PASS', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PASS', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PASS', 'PRS', 'IND', 'SG', 'FIN'}"
"{'PRS', 'SG', '3', 'IND'}","{'3', 'PASS', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'SG', 'FIN'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'NOM', 'DEF', 'ART', 'PL'}","{'NOM', 'DEF', 'ART', 'PL'}"
"{'NOM', 'DEF', 'ART', 'PL'}","{'NOM', 'DEF', 'ART', 'PL'}"
"{'NOM', 'DEF', 'ART', 'PL'}","{'NOM', 'DEF', 'ART', 'PL'}"
"{'NOM', 'DEF', 'ART', 'PL'}","{'NOM', 'DEF', 'ART', 'PL'}"
"{'NOM', 'PL'}",{'CARD'}
"{'NOM', 'PL'}",{'CARD'}
"{'NOM', 'PL'}",{'CARD'}
"{'NOM', 'REL', 'F', 'PL'}","{'NOM', 'F', 'PL'}"
"{'NOM', 'REL', 'F', 'PL'}","{'NOM', 'F', 'PL'}"
"{'NOM', 'REL', 'F', 'PL'}","{'NOM', 'F', 'PL'}"
"{'NOM', 'REL', 'F', 'PL'}","{'NOM', 'F', 'PL'}"
"{'ACC', 'DEF', 'F', 'ART', 'SG'}","{'NOM', 'DEM/REL', 'PL'}"
"{'ACC', 'DEF', 'F', 'ART', 'SG'}","{'NOM', 'DEM/REL', 'PL'}"
"{'ACC', 'DEF', 'F', 'ART', 'SG'}","{'NOM', 'DEM/REL', 'PL'}"
"{'ACC', 'DEF', 'F', 'ART', 'SG'}","{'NOM', 'DEM/REL', 'PL'}"
"{'ACC', 'DEF', 'F', 'ART', 'SG'}","{'NOM', 'DEM/REL', 'PL'}"
"{'ACC', 'DEF', 'F', 'ART', 'SG'}","{'NOM', 'DEM/REL', 'PL'}"
"{'ACC', 'DEF', 'F', 'ART', 'SG'}","{'NOM', 'DEM/REL', 'PL'}"
"{'ACC', 'DEF', 'F', 'ART', 'SG'}","{'NOM', 'DEM/REL', 'PL'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'DEF', 'F', 'ART', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'DEF', 'F', 'ART', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'DEF', 'F', 'ART', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'DEF', 'F', 'ART', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'DEF', 'F', 'ART', 'SG'}"
"{'PRS', '3', 'IND', 'PL'}","{'ACC', 'SG', 'F'}"
"{'PRS', '3', 'IND', 'PL'}","{'ACC', 'SG', 'F'}"
"{'PRS', '3', 'IND', 'PL'}","{'ACC', 'SG', 'F'}"
"{'PRS', '3', 'IND', 'PL'}","{'ACC', 'SG', 'F'}"
"{'PRS', '3', 'IND', 'PL'}","{'ACC', 'SG', 'F'}"
"{'PRS', '3', 'IND', 'PL'}","{'ACC', 'SG', 'F'}"
"{'PRS', '3', 'IND', 'PL'}","{'ACC', 'SG', 'F'}"
"{'PRS', '3', 'IND', 'PL'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'PRS', '3', 'IND', 'PL'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'PRS', '3', 'IND', 'PL'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'PRS', '3', 'IND', 'PL'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'PRS', '3', 'IND', 'PL'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'ACC', 'INDF', 'F', 'ART', 'SG'}","{'3', 'PRS', 'IND', 'PL', 'FIN'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'F', 'CARD', 'ART', 'IND', 'SG'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'ACC', 'SG', 'F'}","{'ACC', 'SG', 'F', 'IND'}"
"{'NOM', 'DEF', 'ART', 'PL'}","{'NOM', 'DEF', 'ART', 'PL'}"
"{'NOM', 'DEF', 'ART', 'PL'}","{'NOM', 'DEF', 'ART', 'PL'}"
"{'NOM', 'DEF', 'ART', 'PL'}","{'NOM', 'DEF', 'ART', 'PL'}"
"{'NOM', 'DEF', 'ART', 'PL'}","{'NOM', 'DEF', 'ART', 'PL'}"
"{'NOM', 'PL'}",{'CARD'}
"{'NOM', 'PL'}",{'CARD'}
"{'NOM', 'PL'}",{'CARD'}
"{'REL', 'ACC', 'PL'}","{'NOM', 'M', 'PL'}"
"{'REL', 'ACC', 'PL'}","{'NOM', 'M', 'PL'}"
"{'REL', 'ACC', 'PL'}","{'NOM', 'M', 'PL'}"
"{'REL', 'ACC', 'PL'}","{'NOM', 'M', 'PL'}"
"{'REL', 'ACC', 'PL'}","{'NOM', 'M', 'PL'}"
